GeneID,Chromosome,Start,End,Strand,Length,SRR21835898,SRR21835899,SRR21835896,SRR21835897,SRR21835900,SRR21835901
SAUSA300_2108,CP000255.1,2276832,2277938,+,1107,2066,1695,1248,1765,1763,1646
SAUSA300_2109,CP000255.1,2278257,2282138,-,3882,94,99,88,112,97,105
SAUSA300_2110,CP000255.1,2282385,2285693,-,3309,19,26,16,28,28,6
SAUSA300_2111,CP000255.1,2285970,2287325,-,1356,664,1272,916,678,967,1316
SAUSA300_2112,CP000255.1,2287352,2288284,-,933,187,431,304,235,430,457
SAUSA300_2113,CP000255.1,2288286,2289095,-,810,214,391,240,223,328,374
SAUSA300_2114,CP000255.1,2289284,2290192,-,909,380,1438,328,392,1327,1397
SAUSA300_2115,CP000255.1,2290382,2291620,+,1239,14,4,8,10,6,12
SAUSA300_2125,CP000255.1,2298031,2299035,-,1005,138,344,164,183,372,340
SAUSA300_2126,CP000255.1,2299243,2300685,-,1443,325,493,318,303,586,540
SAUSA300_2127,CP000255.1,2301007,2301480,-,474,12,29,2,4,17,16
SAUSA300_2128,CP000255.1,2301579,2302922,-,1344,22,88,22,18,83,141
SAUSA300_2129,CP000255.1,2303099,2303782,-,684,38,121,43,50,86,92
SAUSA300_2130,CP000255.1,2303801,2304988,-,1188,129,320,114,150,372,288
SAUSA300_2131,CP000255.1,2305032,2305547,-,516,126,165,72,130,169,132
SAUSA300_2132,CP000255.1,2305724,2305984,+,261,272,650,134,311,529,382
SAUSA300_2133,CP000255.1,2306116,2307432,-,1317,28,52,14,25,70,64
SAUSA300_2134,CP000255.1,2307722,2308690,-,969,62,105,44,60,104,85
SAUSA300_2135,CP000255.1,2308687,2309718,-,1032,8,24,10,8,16,19
SAUSA300_2136,CP000255.1,2309730,2310713,-,984,66,138,81,61,135,124
SAUSA300_2137,CP000255.1,2311105,2312175,-,1071,10,23,33,17,31,12
SAUSA300_2138,CP000255.1,2312182,2313939,-,1758,154,257,152,185,251,214
SAUSA300_2139,CP000255.1,2313926,2315119,-,1194,8,2,0,7,3,6
SAUSA300_2140,CP000255.1,2315221,2317197,+,1977,44,74,61,56,64,58
SAUSA300_2142,CP000255.1,2319313,2319822,-,510,12473,18019,14767,13696,17538,20011
SAUSA300_2143,CP000255.1,2319885,2320124,-,240,4302,7773,7147,4303,7922,9838
SAUSA300_2144,CP000255.1,2320137,2320685,-,549,12268,22190,21051,12632,21984,26681
SAUSA300_2145,CP000255.1,2320848,2322410,-,1563,983,2209,1172,1112,2512,2678
SAUSA300_2146,CP000255.1,2322717,2323718,-,1002,66,126,96,104,111,156
SAUSA300_2147,CP000255.1,2323952,2324953,-,1002,889,2035,1038,959,1949,2146
SAUSA300_2148,CP000255.1,2325236,2326105,-,870,105,512,138,132,397,432
SAUSA300_2149,CP000255.1,2326371,2327783,-,1413,26,24,39,36,24,36
SAUSA300_2150,CP000255.1,2327801,2329513,-,1713,38,12,36,29,22,17
SAUSA300_2151,CP000255.1,2329519,2329830,-,312,4,0,0,8,1,4
SAUSA300_2152,CP000255.1,2329852,2330832,-,981,2,2,4,9,4,8
SAUSA300_2153,CP000255.1,2330836,2331768,-,933,11,8,4,11,4,16
SAUSA300_2154,CP000255.1,2331781,2332296,-,516,4,2,2,6,2,1
SAUSA300_2155,CP000255.1,2332312,2332740,-,429,2,2,0,0,2,0
SAUSA300_2156,CP000255.1,2333108,2333863,-,756,78,130,58,64,155,146
SAUSA300_2157,CP000255.1,2334114,2334845,+,732,90,198,66,78,173,150
SAUSA300_2158,CP000255.1,2335136,2335570,-,435,0,3,3,0,8,1
SAUSA300_2159,CP000255.1,2336350,2337198,-,849,55,288,46,52,233,282
SAUSA300_2160,CP000255.1,2337268,2337684,-,417,5,53,11,7,48,70
SAUSA300_2161,CP000255.1,2338092,2340515,+,2424,12,74,21,24,60,57
SAUSA300_2162,CP000255.1,2340575,2341429,-,855,20,98,50,34,100,108
SAUSA300_2163,CP000255.1,2341640,2342455,-,816,10,30,16,16,38,44
SAUSA300_2164,CP000255.1,2342749,2343174,+,426,13323,7426,7058,13429,7733,6363
SAUSA300_2165,CP000255.1,2343538,2344242,-,705,162,286,139,147,313,263
SAUSA300_2166,CP000255.1,2344279,2345943,-,1665,202,471,225,252,395,403
SAUSA300_2167,CP000255.1,2347133,2348539,-,1407,181,141,206,221,186,186
SAUSA300_2168,CP000255.1,2348668,2349804,-,1137,340,193,270,275,257,222
SAUSA300_2169,CP000255.1,2349805,2350596,-,792,293,239,274,339,270,214
SAUSA300_2171,CP000255.1,2352541,2352939,-,399,343,357,264,348,366,287
SAUSA300_2172,CP000255.1,2352953,2353390,-,438,364,858,364,382,617,713
SAUSA300_2173,CP000255.1,2353630,2354433,-,804,72,171,107,70,231,240
SAUSA300_2174,CP000255.1,2354438,2355244,-,807,75,193,93,88,190,199
SAUSA300_2175,CP000255.1,2355234,2356094,-,861,87,95,87,69,116,89
SAUSA300_2176,CP000255.1,2356091,2356900,-,810,20,30,18,9,31,26
SAUSA300_2177,CP000255.1,2357438,2357806,-,369,1714,781,2013,1994,940,830
SAUSA300_2178,CP000255.1,2357823,2358767,-,945,3346,2629,4768,3843,2184,2528
SAUSA300_2179,CP000255.1,2358842,2359231,-,390,1028,612,993,1039,700,476
SAUSA300_2180,CP000255.1,2359255,2359620,-,366,1505,1571,2104,1752,1167,1203
SAUSA300_2181,CP000255.1,2359643,2359756,-,114,272,345,527,309,216,379
SAUSA300_2182,CP000255.1,2359788,2360006,-,219,429,411,564,551,375,377
SAUSA300_2183,CP000255.1,2360199,2360846,-,648,1927,1742,1844,2205,1538,1435
SAUSA300_2184,CP000255.1,2360863,2362155,-,1293,3236,3332,3467,3748,2987,2849
SAUSA300_2185,CP000255.1,2362155,2362595,-,441,771,479,758,868,426,425
SAUSA300_2186,CP000255.1,2362612,2362791,-,180,738,356,1175,852,335,315
SAUSA300_2187,CP000255.1,2362808,2363308,-,501,1593,758,2194,1817,634,544
SAUSA300_2188,CP000255.1,2363329,2363688,-,360,513,249,748,709,226,173
SAUSA300_2189,CP000255.1,2363719,2364255,-,537,665,269,856,775,227,224
SAUSA300_2190,CP000255.1,2364280,2364678,-,399,1192,711,1559,1349,499,538
SAUSA300_2191,CP000255.1,2364710,2364880,-,171,275,153,358,345,103,122
SAUSA300_2192,CP000255.1,2364918,2365457,-,540,961,505,1202,1121,453,392
SAUSA300_2193,CP000255.1,2365484,2365801,-,318,665,311,853,834,268,269
SAUSA300_2194,CP000255.1,2365837,2366205,-,369,1037,443,1200,1095,486,334
SAUSA300_2195,CP000255.1,2366237,2366500,-,264,358,206,585,421,175,181
SAUSA300_2196,CP000255.1,2366524,2366745,-,222,387,196,408,451,148,204
SAUSA300_2197,CP000255.1,2366723,2367157,-,435,715,312,753,912,343,231
SAUSA300_2198,CP000255.1,2367160,2367813,-,654,1090,500,950,1164,512,391
SAUSA300_2199,CP000255.1,2367837,2368190,-,354,524,294,516,624,292,216
SAUSA300_2200,CP000255.1,2368219,2368497,-,279,421,304,465,569,256,196
SAUSA300_2201,CP000255.1,2368564,2369397,-,834,2038,941,1359,2161,926,674
SAUSA300_2202,CP000255.1,2369430,2369705,-,276,202,128,219,234,152,105
SAUSA300_2203,CP000255.1,2369705,2370328,-,624,824,480,824,856,519,442
SAUSA300_2204,CP000255.1,2370355,2371017,-,663,648,707,681,769,532,477
SAUSA300_2205,CP000255.1,2371045,2371353,-,309,330,336,264,380,364,248
SAUSA300_2206,CP000255.1,2371710,2372099,+,390,127,428,165,123,459,498
SAUSA300_2207,CP000255.1,2372291,2373469,-,1179,571,439,616,587,421,482
SAUSA300_2208,CP000255.1,2373738,2375873,-,2136,250,353,249,257,344,351
SAUSA300_2209,CP000255.1,2376060,2376947,+,888,26,44,32,22,70,52
SAUSA300_2210,CP000255.1,2377128,2377991,+,864,85,237,67,73,178,185
SAUSA300_2211,CP000255.1,2378410,2379300,-,891,20,28,4,20,28,23
SAUSA300_2212,CP000255.1,2379451,2379615,+,165,0,0,0,0,0,2
SAUSA300_2213,CP000255.1,2380364,2383531,-,3168,472,879,531,426,879,903
SAUSA300_2214,CP000255.1,2383648,2384913,-,1266,235,330,231,224,274,295
SAUSA300_2215,CP000255.1,2385545,2386309,-,765,16,44,12,30,46,52
SAUSA300_2216,CP000255.1,2386471,2386911,+,441,4,6,2,5,6,4
SAUSA300_2217,CP000255.1,2386904,2388115,+,1212,22,22,14,28,20,14
SAUSA300_2218,CP000255.1,2388217,2388567,-,351,8,26,4,16,8,8
SAUSA300_2219,CP000255.1,2389258,2390280,-,1023,305,299,423,387,293,288
SAUSA300_2220,CP000255.1,2390300,2390899,-,600,81,63,63,83,87,73
SAUSA300_2221,CP000255.1,2390906,2391139,-,234,12,7,13,6,5,10
SAUSA300_2222,CP000255.1,2391145,2391591,-,447,117,120,116,101,112,110
SAUSA300_2223,CP000255.1,2391605,2392090,-,486,39,81,74,77,67,64
SAUSA300_2224,CP000255.1,2392087,2393346,-,1260,248,251,228,291,258,298
SAUSA300_2225,CP000255.1,2393409,2393903,+,495,119,140,95,132,146,146
SAUSA300_2226,CP000255.1,2393905,2394411,-,507,74,52,47,45,54,41
SAUSA300_2227,CP000255.1,2394442,2395446,-,1005,58,73,41,53,78,78
SAUSA300_2228,CP000255.1,2395616,2396221,-,606,74,41,55,49,59,48
SAUSA300_2229,CP000255.1,2396222,2396893,-,672,47,60,21,53,38,64
SAUSA300_2230,CP000255.1,2396907,2397689,-,783,33,101,25,32,72,76
SAUSA300_2231,CP000255.1,2397979,2398776,+,798,14,76,6,20,66,69
SAUSA300_2232,CP000255.1,2398948,2399718,-,771,6,2,0,6,4,5
SAUSA300_2233,CP000255.1,2399790,2400344,-,555,3,2,12,20,8,13
SAUSA300_2234,CP000255.1,2400465,2401406,-,942,17,10,6,10,10,16
SAUSA300_2235,CP000255.1,2401805,2402713,-,909,37,18,42,37,51,55
SAUSA300_2236,CP000255.1,2402927,2404081,-,1155,729,490,665,724,524,571
SAUSA300_2237,CP000255.1,2404298,2405188,-,891,10,14,2,4,2,12
SAUSA300_2238,CP000255.1,2405463,2405765,+,303,1,8,0,5,2,10
SAUSA300_2239,CP000255.1,2405779,2406189,+,411,3,10,5,2,8,3
SAUSA300_2240,CP000255.1,2406186,2407901,+,1716,32,42,21,29,53,42
SAUSA300_2241,CP000255.1,2407914,2408366,+,453,4,9,12,7,24,9
SAUSA300_2242,CP000255.1,2408359,2409048,+,690,16,19,7,7,21,42
SAUSA300_2243,CP000255.1,2409061,2409675,+,615,18,21,22,6,33,23
SAUSA300_2244,CP000255.1,2409675,2410511,+,837,27,48,38,24,35,50
SAUSA300_2245,CP000255.1,2410700,2411047,-,348,6031,2734,5991,6305,3558,2702
SAUSA300_2246,CP000255.1,2411475,2411801,-,327,30,110,42,54,80,74
SAUSA300_2247,CP000255.1,2411865,2412608,-,744,11,8,12,6,10,18
SAUSA300_2248,CP000255.1,2412634,2414589,-,1956,7,5,12,10,8,8
SAUSA300_2249,CP000255.1,2415199,2416002,+,804,105,106,81,100,80,66
SAUSA300_2250,CP000255.1,2416435,2417835,-,1401,69,50,67,64,46,70
SAUSA300_2251,CP000255.1,2417930,2419012,-,1083,75,20,76,82,32,58
SAUSA300_2252,CP000255.1,2419260,2419682,+,423,12,12,12,20,34,19
SAUSA300_2253,CP000255.1,2419919,2420419,+,501,37,2,24,22,12,2
SAUSA300_2254,CP000255.1,2420781,2421734,+,954,922,1430,1232,1004,1345,1567
SAUSA300_2255,CP000255.1,2421826,2422950,-,1125,78,106,66,58,52,76
SAUSA300_2256,CP000255.1,2423261,2424037,-,777,50,38,52,56,26,78
SAUSA300_2257,CP000255.1,2424520,2424993,-,474,471,512,652,548,545,604
SAUSA300_2258,CP000255.1,2424993,2427947,-,2955,6029,6573,7169,5995,6841,7454
SAUSA300_2259,CP000255.1,2428549,2429472,-,924,484,1242,647,522,1143,1254
SAUSA300_2260,CP000255.1,2429629,2430426,-,798,187,342,255,233,368,404
SAUSA300_2261,CP000255.1,2430811,2431503,+,693,306,729,560,383,674,789
SAUSA300_2263,CP000255.1,2431859,2432173,+,315,0,11,3,7,11,8
SAUSA300_2262,CP000255.1,2432150,2432887,-,738,1,0,0,2,2,0
SAUSA300_2264,CP000255.1,2433701,2434582,+,882,129,173,183,118,241,202
SAUSA300_2265,CP000255.1,2434969,2436348,-,1380,305,775,336,331,846,687
SAUSA300_2266,CP000255.1,2436628,2436984,+,357,43,65,52,43,67,74
SAUSA300_2267,CP000255.1,2437464,2438099,-,636,43,112,48,52,93,131
SAUSA300_2268,CP000255.1,2438174,2439091,-,918,11,7,8,10,11,4
SAUSA300_2269,CP000255.1,2439359,2439889,+,531,2,0,0,2,0,0
SAUSA300_2270,CP000255.1,2439955,2441559,-,1605,110,84,120,108,104,98
SAUSA300_2271,CP000255.1,2441889,2442653,+,765,2,0,2,6,4,2
SAUSA300_2272,CP000255.1,2442711,2443217,-,507,229,612,335,262,472,563
SAUSA300_2273,CP000255.1,2443384,2444763,-,1380,46,105,40,59,112,103
SAUSA300_2274,CP000255.1,2444922,2445491,-,570,15,14,6,6,22,32
SAUSA300_2275,CP000255.1,2445978,2446859,-,882,2409,1841,2393,2528,2049,1960
SAUSA300_2276,CP000255.1,2446970,2448091,-,1122,69,109,106,79,76,72
SAUSA300_2277,CP000255.1,2448368,2449606,-,1239,1401,4154,1645,1469,4249,3971
SAUSA300_2278,CP000255.1,2449606,2451267,-,1662,1131,4142,1186,1286,4238,3798
SAUSA300_2279,CP000255.1,2451427,2452311,+,885,10,36,24,14,24,27
SAUSA300_2280,CP000255.1,2452433,2452852,+,420,4,2,5,11,2,4
SAUSA300_2281,CP000255.1,2453108,2454043,-,936,1044,1652,861,1055,1400,1367
SAUSA300_2282,CP000255.1,2454333,2455592,+,1260,18,68,26,32,63,52
SAUSA300_2283,CP000255.1,2455658,2456344,-,687,26,26,16,24,18,22
SAUSA300_2284,CP000255.1,2456518,2457171,+,654,58,38,27,32,64,48
SAUSA300_2285,CP000255.1,2457407,2458426,-,1020,54,59,66,59,54,60
SAUSA300_2286,CP000255.1,2458456,2458782,-,327,22,10,10,10,12,4
SAUSA300_2287,CP000255.1,2459000,2460232,-,1233,46,43,38,30,58,100
SAUSA300_2288,CP000255.1,2460225,2461124,-,900,2,1,2,0,2,0
SAUSA300_2289,CP000255.1,2461355,2462002,-,648,6,12,8,2,14,20
SAUSA300_2290,CP000255.1,2462401,2463009,+,609,21,16,14,7,24,24
SAUSA300_2291,CP000255.1,2463346,2464554,+,1209,10,10,4,2,2,8
SAUSA300_2292,CP000255.1,2464602,2465651,-,1050,192,180,181,164,198,209
SAUSA300_2293,CP000255.1,2465682,2466629,-,948,22,27,23,7,25,18
SAUSA300_2294,CP000255.1,2466726,2467217,+,492,161,368,160,153,380,349
SAUSA300_2295,CP000255.1,2467214,2467633,+,420,156,191,136,124,259,305
SAUSA300_2296,CP000255.1,2467741,2468661,-,921,66,82,36,72,100,91
SAUSA300_2297,CP000255.1,2468869,2469507,+,639,32,111,59,34,108,136
SAUSA300_2298,CP000255.1,2469753,2471684,-,1932,126,78,174,170,68,76
SAUSA300_2299,CP000255.1,2471697,2472344,-,648,33,6,31,30,6,16
SAUSA300_2300,CP000255.1,2472465,2473016,+,552,6,2,0,2,2,0
SAUSA300_2301,CP000255.1,2473246,2474454,-,1209,8,2,6,4,2,4
SAUSA300_2302,CP000255.1,2474723,2476105,-,1383,34,72,26,28,64,70
SAUSA300_2303,CP000255.1,2476345,2476800,-,456,366,78,215,395,90,74
SAUSA300_2304,CP000255.1,2476995,2477963,+,969,255,223,176,200,171,160
SAUSA300_2305,CP000255.1,2478538,2478894,+,357,0,0,0,0,0,0
SAUSA300_2306,CP000255.1,2479034,2479699,-,666,6,437,13,7,410,652
SAUSA300_2307,CP000255.1,2479699,2480754,-,1056,0,249,2,0,232,339
SAUSA300_2308,CP000255.1,2480890,2481564,+,675,21,27,18,11,29,21
SAUSA300_2309,CP000255.1,2481557,2482930,+,1374,103,182,120,87,143,137
SAUSA300_2310,CP000255.1,2483093,2483536,+,444,2,17,6,4,36,19
SAUSA300_2311,CP000255.1,2483533,2483988,+,456,30,221,31,29,179,156
SAUSA300_2312,CP000255.1,2484054,2485589,-,1536,200,384,190,180,394,475
SAUSA300_2313,CP000255.1,2485913,2487511,-,1599,1157,9920,1151,1040,10574,11607
SAUSA300_2314,CP000255.1,2487828,2489501,+,1674,119,164,138,128,266,214
SAUSA300_2315,CP000255.1,2489654,2490283,-,630,3762,6765,5053,3726,5993,6108
SAUSA300_2316,CP000255.1,2490597,2491112,-,516,8,17,9,10,21,19
SAUSA300_2317,CP000255.1,2491405,2492307,+,903,63,114,56,56,121,117
SAUSA300_2318,CP000255.1,2492353,2492754,-,402,8,0,2,0,2,2
SAUSA300_2319,CP000255.1,2492790,2493824,-,1035,22,47,9,15,49,38
SAUSA300_2320,CP000255.1,2494056,2494487,-,432,96,233,84,94,229,198
SAUSA300_2321,CP000255.1,2494694,2495971,-,1278,6,10,8,6,6,6
SAUSA300_2322,CP000255.1,2496132,2496755,+,624,55,108,25,41,116,119
SAUSA300_2323,CP000255.1,2496801,2497745,+,945,48,104,32,42,101,145
SAUSA300_2324,CP000255.1,2497831,2499273,-,1443,3001,1743,2892,3248,2242,2208
SAUSA300_2325,CP000255.1,2499456,2499839,+,384,32,45,50,64,42,40
SAUSA300_2326,CP000255.1,2501327,2503432,+,2106,28,39,26,51,67,56
SAUSA300_2327,CP000255.1,2503503,2503925,+,423,944,1392,969,1049,1412,1310
SAUSA300_2328,CP000255.1,2504190,2504546,+,357,8,22,4,7,28,14
SAUSA300_2329,CP000255.1,2504950,2506227,-,1278,94,242,84,91,234,252
SAUSA300_2330,CP000255.1,2506409,2506774,-,366,5,13,0,0,5,4
SAUSA300_2331,CP000255.1,2507172,2507618,+,447,1552,822,1182,1502,1078,927
SAUSA300_2332,CP000255.1,2507834,2508262,+,429,92,142,88,74,166,127
SAUSA300_2333,CP000255.1,2508369,2509538,-,1170,449,1410,509,456,1059,1340
SAUSA300_2334,CP000255.1,2509908,2510546,+,639,3,0,0,6,0,2
SAUSA300_2335,CP000255.1,2510616,2510822,+,207,2,4,2,3,0,0
SAUSA300_2336,CP000255.1,2510801,2511541,+,741,3,3,4,8,2,2
SAUSA300_2337,CP000255.1,2511799,2512452,-,654,74,164,121,80,124,192
SAUSA300_2338,CP000255.1,2512475,2513509,-,1035,309,580,456,258,413,615
SAUSA300_2339,CP000255.1,2513533,2513985,-,453,164,322,216,185,337,272
SAUSA300_2340,CP000255.1,2514005,2514682,-,678,124,200,141,114,177,197
SAUSA300_2341,CP000255.1,2514675,2515265,-,591,42,72,49,53,60,61
SAUSA300_2342,CP000255.1,2515243,2516688,-,1446,367,848,415,444,679,710
SAUSA300_2343,CP000255.1,2516792,2520481,-,3690,664,1244,558,690,1067,884
SAUSA300_2344,CP000255.1,2520790,2521767,-,978,747,1163,983,755,822,1034
SAUSA300_2345,CP000255.1,2521758,2522072,-,315,152,205,154,151,111,173
SAUSA300_2346,CP000255.1,2522076,2524481,-,2406,256,490,265,250,387,417
SAUSA300_2347,CP000255.1,2524547,2525278,-,732,6,37,11,12,18,40
SAUSA300_2348,CP000255.1,2525508,2526044,-,537,4,10,12,2,10,4
SAUSA300_2349,CP000255.1,2526277,2527101,-,825,20,50,30,54,40,56
SAUSA300_2350,CP000255.1,2527584,2528051,-,468,1,0,0,4,2,2
SAUSA300_2351,CP000255.1,2528237,2529787,-,1551,34,48,42,38,34,18
SAUSA300_2352,CP000255.1,2530082,2530348,-,267,166,233,126,152,227,213
SAUSA300_2353,CP000255.1,2530348,2530599,-,252,118,258,153,133,177,247
SAUSA300_2354,CP000255.1,2530872,2531471,-,600,35,71,53,47,88,40
SAUSA300_2355,CP000255.1,2531490,2531837,-,348,33,24,25,19,25,29
SAUSA300_2356,CP000255.1,2532104,2533354,+,1251,9,54,8,2,26,30
SAUSA300_2357,CP000255.1,2533451,2534182,-,732,853,1276,957,791,948,1300
SAUSA300_2358,CP000255.1,2534179,2534898,-,720,710,1022,689,664,862,1005
SAUSA300_2359,CP000255.1,2534879,2535658,-,780,408,445,316,354,375,443
SAUSA300_2360,CP000255.1,2535779,2537137,-,1359,371,377,334,362,390,419
SAUSA300_2361,CP000255.1,2537392,2537496,+,105,18,5,8,20,2,9
SAUSA300_2362,CP000255.1,2537650,2538336,-,687,204,274,213,176,210,212
SAUSA300_2363,CP000255.1,2538663,2539529,-,867,39,122,81,44,110,168
SAUSA300_2364,CP000255.1,2540281,2541591,+,1311,4285,310,4641,4375,328,323
SAUSA300_2365,CP000255.1,2542127,2543056,+,930,48,14,41,49,12,4
SAUSA300_2366,CP000255.1,2543623,2544570,+,948,92,1,56,53,10,6
SAUSA300_2367,CP000255.1,2544572,2545549,+,978,144,14,141,114,20,12
SAUSA300_2368,CP000255.1,2545601,2546068,-,468,0,0,0,0,1,0
SAUSA300_2369,CP000255.1,2546079,2546771,-,693,2,2,2,0,4,4
SAUSA300_2370,CP000255.1,2546782,2547897,-,1116,8,2,2,0,3,4
SAUSA300_2371,CP000255.1,2547875,2548882,-,1008,6,4,2,0,10,4
SAUSA300_2372,CP000255.1,2548884,2550242,-,1359,2,6,2,0,0,0
SAUSA300_2373,CP000255.1,2550220,2550906,-,687,0,0,0,0,2,4
SAUSA300_2374,CP000255.1,2551358,2553091,-,1734,4,14,8,2,16,12
SAUSA300_2375,CP000255.1,2553116,2554879,-,1764,2,2,0,0,2,4
SAUSA300_2376,CP000255.1,2555748,2556134,-,387,26,37,27,26,50,25
SAUSA300_2377,CP000255.1,2556402,2557544,+,1143,377,718,239,362,679,678
SAUSA300_2378,CP000255.1,2557604,2558263,+,660,296,668,290,325,643,750
SAUSA300_2379,CP000255.1,2558445,2559656,+,1212,322,281,243,272,311,253
SAUSA300_2380,CP000255.1,2559779,2560252,-,474,2,0,0,2,2,0
SAUSA300_2381,CP000255.1,2560452,2561021,+,570,531,544,590,563,445,431
SAUSA300_2382,CP000255.1,2561084,2561890,-,807,18,29,26,25,18,28
SAUSA300_2383,CP000255.1,2562176,2563585,+,1410,26,137,36,40,120,140
SAUSA300_2384,CP000255.1,2563723,2565801,+,2079,148,238,94,156,308,286
SAUSA300_2385,CP000255.1,2565941,2567770,-,1830,56,114,48,46,94,119
SAUSA300_2386,CP000255.1,2568002,2569498,+,1497,104,390,132,109,406,464
SAUSA300_2387,CP000255.1,2569590,2570441,-,852,18,45,8,26,42,48
SAUSA300_2388,CP000255.1,2570763,2571698,-,936,36,107,38,50,92,101
SAUSA300_2389,CP000255.1,2571924,2573324,-,1401,132,319,107,113,332,362
SAUSA300_2390,CP000255.1,2573618,2574313,-,696,347,1364,469,416,1359,1411
SAUSA300_2391,CP000255.1,2574313,2575254,-,942,414,2014,468,455,1991,1996
SAUSA300_2392,CP000255.1,2575271,2575906,-,636,124,787,102,112,666,824
SAUSA300_2393,CP000255.1,2575903,2577129,-,1227,73,422,113,78,280,395
SAUSA300_2394,CP000255.1,2577799,2578398,-,600,37,285,36,51,219,276
SAUSA300_2395,CP000255.1,2578578,2580215,+,1638,117,200,64,103,235,140
SAUSA300_2396,CP000255.1,2580823,2582175,+,1353,14818,4490,12721,14922,5000,4223
SAUSA300_2397,CP000255.1,2582237,2583424,-,1188,191,92,121,160,109,74
SAUSA300_2398,CP000255.1,2583820,2584596,-,777,353,520,284,334,655,627
SAUSA300_2399,CP000255.1,2584589,2585251,-,663,12,32,20,36,28,14
SAUSA300_2400,CP000255.1,2585499,2586575,-,1077,220,292,299,285,320,356
SAUSA300_2401,CP000255.1,2586930,2587196,-,267,30,125,35,20,71,99
SAUSA300_2402,CP000255.1,2587196,2587453,-,258,28,79,41,19,60,91
SAUSA300_2403,CP000255.1,2587812,2588267,+,456,100,236,78,81,172,172
SAUSA300_2404,CP000255.1,2588435,2590012,-,1578,136,175,146,122,169,215
SAUSA300_2405,CP000255.1,2590207,2590956,+,750,8,4,2,12,26,22
SAUSA300_2406,CP000255.1,2591180,2592373,-,1194,84,94,96,99,63,76
SAUSA300_2407,CP000255.1,2592385,2593134,-,750,25,10,46,33,13,4
SAUSA300_2408,CP000255.1,2593127,2593942,-,816,2,0,1,2,2,4
SAUSA300_2409,CP000255.1,2593939,2594808,-,870,10,0,2,4,3,2
SAUSA300_2410,CP000255.1,2594805,2595740,-,936,43,30,68,52,35,43
SAUSA300_2411,CP000255.1,2595753,2597351,-,1599,282,167,330,238,125,137
SAUSA300_2412,CP000255.1,2597494,2598708,-,1215,4,0,6,8,2,4
SAUSA300_2413,CP000255.1,2598788,2599606,-,819,4,2,2,0,8,2
SAUSA300_2414,CP000255.1,2599617,2600438,-,822,11,14,6,2,16,16
SAUSA300_2415,CP000255.1,2601305,2601670,-,366,42,45,37,18,67,25
SAUSA300_2416,CP000255.1,2601933,2602571,-,639,900,1390,903,1073,1216,1315
SAUSA300_2417,CP000255.1,2602984,2604522,+,1539,538,600,463,491,581,607
SAUSA300_2418,CP000255.1,2604634,2605056,-,423,2759,1731,1448,2971,1763,1603
SAUSA300_2419,CP000255.1,2605508,2605927,-,420,11,16,11,6,18,26
SAUSA300_2420,CP000255.1,2605945,2606364,-,420,5,4,0,1,2,2
SAUSA300_2421,CP000255.1,2606631,2607053,-,423,2,4,4,4,14,6
SAUSA300_2422,CP000255.1,2607304,2607999,-,696,150,289,123,140,178,252
SAUSA300_2423,CP000255.1,2608829,2609020,-,192,2802,877,1881,2769,815,907
SAUSA300_2424,CP000255.1,2609581,2610375,-,795,12,16,16,9,10,25
SAUSA300_2425,CP000255.1,2610911,2611198,-,288,0,10,3,4,6,5
SAUSA300_2426,CP000255.1,2611201,2611527,-,327,4,5,7,9,6,3
SAUSA300_2428,CP000255.1,2612848,2613090,-,243,28,32,34,33,39,23
SAUSA300_2429,CP000255.1,2613186,2613632,-,447,11,9,17,14,25,22
SAUSA300_2430,CP000255.1,2613744,2614520,-,777,12,24,10,8,24,14
SAUSA300_2431,CP000255.1,2614823,2617684,-,2862,38,88,30,32,65,76
SAUSA300_2432,CP000255.1,2617686,2618078,-,393,0,2,0,2,0,8
SAUSA300_2433,CP000255.1,2618195,2620003,+,1809,11,25,18,9,30,36
SAUSA300_2434,CP000255.1,2621327,2622520,-,1194,16,22,14,10,18,24
SAUSA300_2435,CP000255.1,2622904,2623494,-,591,94,59,104,127,70,54
SAUSA300_2436,CP000255.1,2624916,2626250,-,1335,52,45,52,55,14,28
SAUSA300_2437,CP000255.1,2626556,2626912,-,357,0,0,0,0,0,0
SAUSA300_2438,CP000255.1,2627241,2627984,+,744,0,2,0,0,0,0
SAUSA300_2439,CP000255.1,2628195,2628977,-,783,85,112,77,98,74,87
SAUSA300_2440,CP000255.1,2629241,2632063,-,2823,66,50,56,71,66,56
SAUSA300_2441,CP000255.1,2632745,2635801,-,3057,962,984,754,997,899,822
SAUSA300_2442,CP000255.1,2636270,2637628,-,1359,1198,1745,1271,1394,1807,2089
SAUSA300_2443,CP000255.1,2637745,2639298,-,1554,252,276,225,204,252,233
SAUSA300_2444,CP000255.1,2639322,2640002,-,681,4,83,6,12,60,52
SAUSA300_2445,CP000255.1,2640156,2640920,-,765,315,395,338,275,448,411
SAUSA300_2446,CP000255.1,2641085,2641777,-,693,19,48,14,13,38,35
SAUSA300_2447,CP000255.1,2642008,2642496,-,489,785,617,756,987,611,522
SAUSA300_2448,CP000255.1,2642563,2644455,-,1893,235,402,178,240,384,416
SAUSA300_2449,CP000255.1,2644864,2646141,-,1278,1121,1138,1249,1163,1267,1555
SAUSA300_2450,CP000255.1,2646688,2647299,+,612,11,122,36,12,148,153
SAUSA300_2451,CP000255.1,2647396,2648559,-,1164,13,12,2,1,10,14
